30,31,0.326,0.497,0,0,0,0,0,0,1,-360,360,2.408165717740399,3.438279136204843,-2.346583487563648,-3.344394570567283,0,0,0,0
31,32,0.507,0.755,0,0,0,0,0,0,1,-360,360,-3.453416513630065,0.4443945738314421,3.522980242096807,-0.3408036172389559,0,0,0,0
32,33,0.0392,0.036,0,0,0,0,0,0,1,-360,360,3.80778660012909,1.90715095936415,-3.799999999930344,-1.899999999997954,0,0,0,0
34,32,0,0.953,0,0,0,0,0.975,0,1,-360,360,8.930766843872021,3.25728502776355,-8.930766843872014,-2.366347339300873,0,0,0,0
34,35,0.052,0.078,0.0032,0,0,0,0,0,1,-360,360,-8.930766843500036,-3.257285024938001,8.981375629385532,3.036871658419054,0,0,0,0
35,36,0.043,0.0537,0.0016,0,0,0,0,0,1,-360,360,-14.98137562902536,-6.036871658178412,15.1011822830474,6.03563580878501,0,0,0,0
36,37,0.029,0.0366,0,0,0,0,0,0,1,-360,360,-19.79796763968588,-9.56194604197475,19.9451334898127,9.747679494203778,0,0,0,0
37,38,0.06510000000000001,0.1009,0.002,0,0,0,0,0,1,-360,360,-24.73621520001572,-12.20872040457833,25.24471782599461,12.79685395261748,0,0,0,0
37,39,0.0239,0.0379,0,0,0,0,0,0,1,-360,360,4.7910816930621,2.461040941047338,-4.783942006102963,-2.449719010681174,0,0,0,0
36,40,0.03,0.0466,0,0,0,0,0,0,1,-360,360,4.696785350017889,3.526310240561149,-4.685921489955456,-3.509435044597505,0,0,0,0
22,38,0.0192,0.0295,0,0,0,0,0,0,1,-360,360,-25.54834893286878,7.52167819940575,25.68141159221615,-7.317232967595978,0,0,0,0
11,41,0,0.749,0,0,0,0,0.955,0,1,-360,360,8.203719681217395,3.859525917711579,-8.20371968121739,-3.276650564277256,0,0,0,0
41,42,0.207,0.352,0,0,0,0,0,0,1,-360,360,7.702934320973791,3.612736915772199,-7.553509725667654,-3.358642917956932,0,0,0,0
41,43,0,0.412,0,0,0,0,0,0,1,-360,360,-10.29728163984187,-3.530099119605785,10.29728163984187,4.016943595897153,0,0,0,0
38,44,0.0289,0.0585,0.002,0,0,0,0,0,1,-360,360,-35.97365192175086,12.50240664331912,36.3817657206282,-11.88274238633791,0,0,0,0
15,45,0,0.1042,0,0,0,0,0.955,0,1,-360,360,49.85605995070004,-5.105448038216037,-49.85605995070006,7.570438463349942,0,0,0,0
14,46,0,0.0735,0,0,0,0,0.9,0,1,-360,360,55.89299432532196,23.098677389424,-55.892994325322,-20.77283191913681,0,0,0,0
46,47,0.023,0.068,0.0032,0,0,0,0,0,1,-360,360,55.89299431098981,20.77283195323692,-55.16364322549763,-18.96763005038724,0,0,0,0
47,48,0.0182,0.0233,0,0,0,0,0,0,1,-360,360,25.46364321880124,7.367630077621357,-25.34423679089897,-7.214763606735475,0,0,0,0
48,49,0.0834,0.129,0.0048,0,0,0,0,0,1,-360,360,1.528158004149055,-8.192948992383462,-1.476653115622757,7.760251974336227,0,0,0,0
49,50,0.0801,0.128,0,0,0,0,0,0,1,-360,360,12.70180348069475,2.700978202092747,-12.57632438363108,-2.50046229167889,0,0,0,0
50,51,0.1386,0.22,0,0,0,0,0,0,1,-360,360,-8.423675847444226,-7.999535347936123,8.601886266721143,8.282409029328058,0,0,0,0
10,51,0,0.0712,0,0,0,0,0.93,0,1,-360,360,26.60188651661375,14.15519468935497,-26.60188651661385,-13.58240843446826,0,0,0,0
13,49,0,0.191,0,0,0,0,0.895,0,1,-360,360,34.73805641826409,32.41349053548558,-34.73805641826409,-28.8005869773927,0,0,0,0
29,52,0.1442,0.187,0,0,0,0,0,0,1,-360,360,11.24341916516604,6.32933442585509,-11.01686037978006,-6.035530730520974,0,0,0,0
52,53,0.0762,0.0984,0,0,0,0,0,0,1,-360,360,6.116860403045186,3.835531244953137,-6.077311733756552,-3.784460522407185,0,0,0,0
53,54,0.1878,0.232,0,0,0,0,0,0,1,-360,360,-13.92268819279343,0.006133864740757305,14.29130509977463,0.4492395240752033,0,0,0,0
54,55,0.1732,0.2265,0,0,0,0,0,0,1,-360,360,-18.39130505053833,-1.849238769720317,18.95943633799695,2.592204916425729,0,0,0,0
11,43,0,0.153,0,0,0,0,0.958,0,1,-360,360,12.29728164000817,5.277980176112311,-12.29728164000817,-5.016943556603208,0,0,0,0
44,45,0.0624,0.1242,0.004,0,0,0,0,0,1,-360,360,-48.3817662389945,10.08274378055761,49.85605891343286,-7.570437368443425,0,0,0,0
40,56,0,1.195,0,0,0,0,0.958,0,1,-360,360,4.685921437548296,3.509435133398598,-4.685921437548292,-3.112278488491702,0,0,0,0
56,41,0.553,0.549,0,0,0,0,0,0,1,-360,360,-4.386284108956558,-0.083038569148269,4.498066897955574,0.1940128027114876,0,0,0,0
56,42,0.2125,0.354,0,0,0,0,0,0,1,-360,360,-0.4506138132057648,1.046181260943867,0.453509709802602,-1.041357037907254,0,0,0,0
39,57,0,1.355,0,0,0,0,0.98,0,1,-360,360,4.783941981241419,2.449719070177433,-4.783941981241415,-2.060966998042443,0,0,0,0
57,56,0.174,0.26,0,0,0,0,0,0,1,-360,360,-1.91605802404195,0.06096708999687701,1.922819331264294,-0.05086398725084622,0,0,0,0
38,49,0.115,0.177,0.003,0,0,0,0,0,1,-360,360,-5.373587811685898,-9.940738630496407,5.512905288164895,9.839359162934688,0,0,0,0
38,48,0.0312,0.0482,0,0,0,0,0,0,1,-360,360,-23.57889012159356,-15.04128762042379,23.816078555737,15.40771334240181,0,0,0,0
9,55,0,0.1205,0,0,0,0,0.9399999999999999,0,1,-360,360,25.75943640772676,6.747215998187271,-25.75943640772671,-5.992204840543447,0,0,0,0
